,1-ZCRm,2-Energym,3-EnergyEntropym,4-SpectralCentroidm,5-SpectralSpreadm,6-SpectralEntropym,7-SpectralFluxm,8-SpectralRolloffm,9-MFCCs1m,10-MFCCs2m,11-MFCCs3m,12-MFCCs4m,13-MFCCs5m,14-MFCCs6m,15-MFCCs7m,16-MFCCs8m,17-MFCCs9m,18-MFCCs10m,19-MFCCs11m,20-MFCCs12m,21-MFCCs13m,22-ChromaVector1m,23-ChromaVector2m,24-ChromaVector3m,25-ChromaVector4m,26-ChromaVector5m,27-ChromaVector6m,28-ChromaVector7m,29-ChromaVector8m,30-ChromaVector9m,31-ChromaVector10m,32-ChromaVector11m,33-ChromaVector12m,34-ChromaDeviationm,35-ZCRstd,36-Energystd,37-EnergyEntropystd,38-SpectralCentroidstd,39-SpectralSpreadstd,40-SpectralEntropystd,41-SpectralFluxstd,42-SpectralRolloffstd,43-MFCCs1std,44-MFCCs2std,45-MFCCs3std,46-MFCCs4std,47-MFCCs5std,48-MFCCs6std,49-MFCCs7std,50-MFCCs8std,51-MFCCs9std,52-MFCCs10std,53-MFCCs11std,54-MFCCs12std,55-MFCCs13std,56-ChromaVector1std,57-ChromaVector2std,58-ChromaVector3std,59-ChromaVector4std,60-ChromaVector5std,61-ChromaVector6std,62-ChromaVector7std,63-ChromaVector8std,64-ChromaVector9std,65-ChromaVector10std,66-ChromaVector11std,67-ChromaVector12std,68-ChromaDeviationstd,69-BPM,70-BPMconf,71-BPMessentia,class
0,0.136439587512,0.0888612604609,3.20120055599,0.262825495684,0.249211625008,1.11442292884,0.00700270258469,0.256682029484,-22.7232593374,1.59407399565,0.0112760722048,0.204467793454,0.0420719654888,0.0485515899345,0.158505491633,0.118983685677,-0.147955699114,-0.186151731078,-0.0264178487973,-0.00726377188332,-0.0179001075452,0.0115807132665,0.00874687512942,0.0410814802994,0.0144969049188,0.0257114045744,0.0125871374095,0.0601697401457,0.00286416266716,0.00463082524181,0.00957576998292,0.0260794744853,0.00416055824496,0.0321852002743,0.0501432975014,0.0473131766948,0.102995124458,0.0412845831111,0.0177254922909,0.414830554523,0.00586681276524,0.13377763726,0.838302340328,0.505911029428,0.356206237392,0.33607449014,0.28888769372,0.278648643225,0.28343683483,0.300305284706,0.287688140742,0.296691800566,0.258530529752,0.238352124497,0.194700786109,0.0131375053453,0.011664566419,0.0320492869472,0.015463739321,0.0204534369129,0.0129430242177,0.046396644828,0.00343093858074,0.00498100270176,0.0108183712566,0.0240005438758,0.00520087819148,0.015055978674,133.333333333,0.132792037716,128.0,BigRoom
1,0.117038518483,0.108389033282,3.19400106287,0.247657408172,0.250287900716,1.06566809197,0.00538679072813,0.199821258,-21.7758706495,1.26136424168,-0.113014942618,0.00171844073203,-0.052681866341,0.204129822787,0.153013057578,0.0672141563481,-0.0132267309413,-0.0594395167933,-0.00860367218859,0.114257158182,0.171009018521,0.00653545162659,0.00264605322404,0.0864845028136,0.00839123541487,0.0164415719285,0.00900583522246,0.0879480815431,0.00247200914256,0.00654881906042,0.00741230177852,0.0153862289677,0.00597825854405,0.041115567917,0.0437133969609,0.0437211883395,0.0994492494218,0.0393856295656,0.0189458202479,0.407164153797,0.00361281237118,0.110333940577,0.624185027336,0.476992671952,0.35315084439,0.33554965664,0.283832263376,0.269620918804,0.244150390465,0.246659803916,0.257189708784,0.272035566065,0.269476539864,0.222393327528,0.187470701803,0.00676100060333,0.00315203519192,0.0589232129418,0.0090124652066,0.0161064886542,0.00938578748186,0.0717255781395,0.00446074852907,0.00644108350279,0.00746946936108,0.015498694399,0.00558874365839,0.0193392791436,120.0,0.112766503982,126.0,BigRoom
2,0.0853077737447,0.128525418596,3.12383734688,0.217204829319,0.228652217787,0.78964650561,0.00824749292704,0.156822324641,-22.472722157,1.42518501958,0.18674882728,0.417114302614,0.0764061012364,0.190803167612,-0.0163024825759,0.075038206507,0.107869976701,0.216874082922,0.0956038474661,0.0209767951396,-0.0370113922722,0.00714316095063,0.00295963132931,0.220526293772,0.00563915778684,0.0101511014138,0.00745255392294,0.0439067064493,0.00124004334148,0.00434698806434,0.00798893391956,0.0176216115657,0.0026357690373,0.0660487717791,0.032920031798,0.0376177712636,0.117703667855,0.041508670803,0.0226449193015,0.34013045107,0.00769671873289,0.0857843962727,1.02873956115,0.449132871503,0.297935496595,0.266730826472,0.258298596885,0.275012113825,0.218367583707,0.19839034341,0.210176667726,0.212533223493,0.204457774933,0.197633506389,0.164909570466,0.0078359713566,0.00307940170189,0.0938650326403,0.00569214650766,0.00821167303779,0.00545075261575,0.0429002940235,0.00152924108788,0.00455603288772,0.00772294694957,0.0174817971672,0.00290125610682,0.022200799482,133.333333333,0.123373243103,129.0,BigRoom
3,0.103049917216,0.167041735198,3.15083006899,0.23359306679,0.245032221992,0.967082276633,0.00657062835448,0.168082712453,-21.4707514027,1.46368614728,0.226547743266,0.404531354333,0.117699199068,0.0818613429832,0.0539744413585,0.164865400717,0.0149188824116,0.117089715645,0.027778423815,-0.0631726132764,-0.0526056300193,0.0107235117662,0.00333954934378,0.12545906781,0.00572839724046,0.0146947960276,0.00632200803334,0.0721535382382,0.00162825058462,0.00349304750986,0.0114625113163,0.0322043025537,0.00473800960588,0.0461592686625,0.0363491975475,0.0619599632697,0.134908041834,0.032563539508,0.0200364303241,0.365067765431,0.00521534579618,0.0863364159913,0.7699813166,0.425495746684,0.245312245694,0.260131783951,0.224219996291,0.207597493086,0.199471757184,0.207818486463,0.189912427901,0.185509011641,0.187273313567,0.177629371247,0.164740005221,0.00833038382227,0.00352768609216,0.0614257886899,0.00544257179848,0.012382240488,0.00498541079645,0.0579986473306,0.00159052621656,0.00351415850123,0.00947681484083,0.0231622654727,0.00416472642897,0.0153794472591,133.333333333,0.158876181004,129.0,BigRoom
4,0.151729948738,0.148404713864,3.19449794602,0.293730035171,0.26723128034,1.35300527887,0.00387219353887,0.292055433502,-21.3711565435,1.18785384631,0.184415193722,0.363723861076,0.232119276759,0.112277004806,0.107334667374,0.159295693302,0.0672128158866,-0.0187132752439,0.0915286359712,0.11734440223,0.091616100287,0.00962440854792,0.00403071878876,0.0761330561278,0.00817515786178,0.0162670509327,0.00992734542147,0.0883643799322,0.00264533761109,0.00405380932488,0.0110829465638,0.0239259248702,0.00224781904862,0.0367607574779,0.0552141435069,0.0411388993154,0.122270917394,0.0366373064416,0.0177320506362,0.458739647115,0.00290033208734,0.148463806253,1.02315373716,0.431075015245,0.352098989221,0.327841552667,0.237180347345,0.230674931512,0.236537860294,0.257209711336,0.270380127174,0.242086016731,0.229678082624,0.211438553517,0.17958863551,0.0108595843177,0.00538987092458,0.046998860682,0.00859762375016,0.0155786286223,0.00918013066861,0.0694849987314,0.00394467098746,0.00413131511563,0.01132954743,0.0281880937623,0.0026388180471,0.019078562537,133.333333333,0.190707856969,129.0,BigRoom
5,0.127046737192,0.153487850284,3.22198710261,0.261692903124,0.257360549897,1.09003435228,0.00494270106302,0.230098903111,-21.2348460468,1.54191665621,0.0490637288078,0.194576113088,0.0638947917747,0.0583607092807,0.0508826684886,0.0715184198369,0.00643093977459,0.0116207759177,0.0682741998592,0.130295028732,0.104190558331,0.00946705771858,0.00590634379291,0.0797376277503,0.0115795572104,0.0147669667043,0.0123318093905,0.0789907922642,0.00210536984582,0.00525574042443,0.0120252903467,0.0318287540477,0.00244677806411,0.0419179484048,0.0502197918903,0.0481208922414,0.0731292511443,0.0439292003131,0.0193232041726,0.461870729729,0.00370662360513,0.138257281504,0.872498316667,0.41811564677,0.323800756064,0.332064921768,0.240971771278,0.21289472517,0.224637571553,0.225901887508,0.236724447295,0.227541278202,0.232699955898,0.216200900827,0.193793252229,0.00959945978894,0.00803346077391,0.058463567618,0.0110385355301,0.011852767159,0.0114302470764,0.0599393465498,0.00298578325526,0.00653277797766,0.0103467292061,0.0250082496807,0.00303486470664,0.0194788246473,133.333333333,0.168932527694,129.0,BigRoom
6,0.123395302003,0.106206061431,3.16786066505,0.245459380732,0.245342375879,1.10731557942,0.00841875222678,0.217212564078,-22.6837376137,1.40507154092,0.118771825758,0.646518877587,0.090650803981,0.17456377984,0.0531828674125,0.0241057310399,-0.0456831832627,0.153717690718,0.126856051112,0.0277050200739,-0.152214266664,0.0144851169646,0.0024216303082,0.0926037150618,0.010015170597,0.0217760414261,0.00640008004966,0.0440375495451,0.00340275828448,0.00790630098782,0.0130524600198,0.0227437625888,0.00296626306209,0.0344960899551,0.0384858775769,0.0563400874495,0.121416191435,0.0368950291661,0.0193322972577,0.368052478867,0.00709764024225,0.100008597084,0.861204913976,0.553281924476,0.285810354062,0.265963726398,0.25345791497,0.214164405418,0.214898241467,0.208218331538,0.205746642121,0.22065665251,0.23451357979,0.19475035219,0.176015526274,0.0162567453777,0.00234922798302,0.0511977100548,0.0127999373449,0.0199581664127,0.00516907299995,0.0406981225203,0.00339420760213,0.00697014356409,0.0114616201874,0.0190059113759,0.00278956704743,0.0133301319436,133.333333333,0.259904912837,133.0,BigRoom
7,0.140027382431,0.0846969282386,3.14816807374,0.267148441781,0.259154716681,1.18888105789,0.00793791883694,0.25959849715,-22.7070768395,1.46804464999,-0.155444412193,0.397960001403,0.231832057774,0.16436704752,0.0485082042815,0.0413990029257,-0.107772867996,-0.0667285399966,0.0327205096908,0.0709573662105,0.0828267783584,0.00784549602854,0.00285366333623,0.0771004202763,0.00697123023123,0.0165918321235,0.0121305665921,0.101868775818,0.00246714971638,0.00414313989402,0.00756545369514,0.0255026696362,0.00304334272445,0.0395423433092,0.04606240854,0.0423598415027,0.112595052422,0.0426506250093,0.0182786080798,0.376240025942,0.00625324856014,0.14866712304,0.898669548658,0.373287050958,0.329865681727,0.266801626264,0.280483194159,0.21748052063,0.184906785491,0.194362428144,0.18940136329,0.190574693651,0.187423880031,0.173264186019,0.164607314608,0.00771474362291,0.0029535613944,0.0565157889882,0.00645322596656,0.012729284611,0.010176647497,0.0595348388442,0.00254177697583,0.00381881331514,0.00695795430093,0.0245558178973,0.00265005565912,0.0148548472013,133.333333333,0.198615548456,129.0,BigRoom
8,0.117635200751,0.146971703134,3.18284237148,0.24368503979,0.244967567175,1.09903257793,0.00545382556949,0.195806786704,-20.8378153437,1.45635462607,0.0167279450895,0.266850173558,0.10262609696,0.0840057313148,-0.00417151202899,-0.00911133359895,-0.0772619750682,0.0906451408243,0.0394565610916,0.0820461323575,0.0206763136065,0.00971493685005,0.00350879461178,0.0882942537066,0.00865919785999,0.0122380265298,0.00892780263492,0.0587397961756,0.0027400906247,0.00829820859759,0.0191895988815,0.0270517252095,0.00314947501628,0.0361670939709,0.0328756407312,0.0484992693937,0.0930864958536,0.029530756756,0.0164484231474,0.331669163592,0.0032496357801,0.0830712737004,0.637532750649,0.340400053092,0.284489618084,0.268532658517,0.295840021206,0.246098854463,0.231302552217,0.212359407848,0.205207576271,0.194612114036,0.205478452243,0.214176360313,0.19121079865,0.00944189981532,0.0032924727579,0.0488371697295,0.00800188974554,0.00942483748753,0.00850163464188,0.053233201144,0.00281204241159,0.00764581832817,0.0132000944052,0.02457961233,0.00301563172065,0.0138570291059,133.333333333,0.148708583355,133.0,BigRoom
9,0.137400181488,0.127165866877,3.11755416966,0.297955995616,0.279299603785,1.0766975771,0.00672507686171,0.271957047792,-22.9629920247,1.70580404956,0.135986980538,0.12310991228,-0.00529036413352,-0.0251061142687,-0.0524229411386,0.0301122899593,0.0907583555105,0.138337046837,0.110342378436,0.0416541353047,0.0422059433633,0.00793633065136,0.00310550618884,0.117962073445,0.00499352546602,0.0125725105995,0.00630338406099,0.0733003834121,0.00162651499943,0.00529976192188,0.0134019294428,0.0249523249702,0.00366313551573,0.0430385271887,0.0643495167152,0.0676630879304,0.180277304239,0.0574554709183,0.0206753874905,0.530818318594,0.00547873041762,0.197681420547,1.31235416647,0.466470755218,0.358930979846,0.337590769566,0.310588492693,0.260669014636,0.242582936055,0.232068657626,0.218762526975,0.269006141104,0.20818778337,0.204668068956,0.193398949002,0.0083896378963,0.00394285778856,0.0710095372146,0.0052662089564,0.0133350456456,0.00560243892752,0.0612365776731,0.00240735738649,0.0062681624585,0.0126501947892,0.0245565189003,0.00480738853141,0.0191585963928,133.333333333,0.172005044136,133.0,BigRoom
